No,Year,Team,Sport,Gold,Silver,Bronze,Participants,Total Gold,Total Silver,Total Bronze,Total Participants,weighted_score_numerator,weighted_score_denominator,adv
5317,1924,Czechoslovakia,Weightlifting,0.0,0.0,1.0,5,5.0,5.0,5.0,73,8.0,148.0,0.05405405405405406
5318,1924,Denmark,Shooting,0.0,0.0,1.0,3,10.0,10.0,10.0,93,6.0,243.0,0.024691358024691357
5319,1924,Estonia,Athletics,0.0,0.0,1.0,7,27.0,27.0,27.0,376,10.0,781.0,0.012804097311139564
5320,1924,Finland,Sailing,0.0,0.0,1.0,1,3.0,3.0,3.0,28,4.0,73.0,0.0547945205479452
5321,1924,France,Athletics,0.0,0.0,3.0,24,27.0,27.0,27.0,376,33.0,781.0,0.04225352112676056
5322,1924,France,Boxing,0.0,0.0,1.0,9,8.0,8.0,8.0,138,12.0,258.0,0.046511627906976744
5323,1924,France,Equestrianism,0.0,0.0,1.0,4,5.0,5.0,5.0,37,7.0,112.0,0.0625
5324,1924,France-2,Tennis,0.0,0.0,1.0,2,5.0,5.0,5.0,73,5.0,148.0,0.033783783783783786
5325,1924,Great Britain,Diving,0.0,0.0,1.0,6,5.0,5.0,5.0,42,9.0,117.0,0.07692307692307693
5326,1924,Great Britain,Polo,0.0,0.0,1.0,1,1.0,1.0,1.0,5,4.0,20.0,0.2
5327,1924,Great Britain,Tennis,0.0,0.0,1.0,3,5.0,5.0,5.0,73,6.0,148.0,0.04054054054054054
5328,1924,Great Britain,Wrestling,0.0,0.0,1.0,8,13.0,13.0,13.0,170,11.0,365.0,0.030136986301369864
5329,1924,Great Britain-1,Tennis,0.0,0.0,1.0,3,5.0,5.0,5.0,73,6.0,148.0,0.04054054054054054
5330,1924,Haiti,Shooting,0.0,0.0,1.0,1,10.0,10.0,10.0,93,4.0,243.0,0.01646090534979424
5331,1924,Hungary,Swimming,0.0,0.0,1.0,4,11.0,11.0,11.0,102,7.0,267.0,0.026217228464419477
5332,1924,Italy,Tennis,0.0,0.0,1.0,4,5.0,5.0,5.0,73,7.0,148.0,0.0472972972972973
5333,1924,Japan,Wrestling,0.0,0.0,1.0,1,13.0,13.0,13.0,170,4.0,365.0,0.010958904109589041
5334,1924,Monaco,Art Competitions,0.0,0.0,1.0,1,3.0,5.0,6.0,54,4.0,118.0,0.03389830508474576
5335,1924,Namoussa,Sailing,0.0,0.0,1.0,1,3.0,3.0,3.0,28,4.0,73.0,0.0547945205479452
5336,1924,Netherlands,Art Competitions,0.0,0.0,1.0,3,3.0,5.0,6.0,54,6.0,118.0,0.05084745762711865
5337,1924,Netherlands,Athletics,0.0,0.0,1.0,11,27.0,27.0,27.0,376,14.0,781.0,0.01792573623559539
5338,1924,Netherlands,Fencing,0.0,0.0,1.0,3,7.0,7.0,7.0,73,6.0,178.0,0.033707865168539325
5339,1924,Netherlands,Tennis,0.0,0.0,1.0,2,5.0,5.0,5.0,73,5.0,148.0,0.033783783783783786
5340,1924,New Zealand,Athletics,0.0,0.0,1.0,1,27.0,27.0,27.0,376,4.0,781.0,0.005121638924455826
5341,1924,Norway,Athletics,0.0,0.0,1.0,7,27.0,27.0,27.0,376,10.0,781.0,0.012804097311139564
5342,1924,Poland,Equestrianism,0.0,0.0,1.0,3,5.0,5.0,5.0,37,6.0,112.0,0.05357142857142857
5343,1924,Portugal,Equestrianism,0.0,0.0,1.0,1,5.0,5.0,5.0,37,4.0,112.0,0.03571428571428571
5344,1924,Romania,Rugby,0.0,0.0,1.0,1,1.0,1.0,1.0,3,4.0,18.0,0.2222222222222222
5345,1924,Sweden,Cycling,0.0,0.0,1.0,1,6.0,6.0,6.0,61,4.0,151.0,0.026490066225165563
5346,1924,Sweden,Fencing,0.0,0.0,1.0,4,7.0,7.0,7.0,73,7.0,178.0,0.03932584269662921
5347,1924,Sweden,Football,0.0,0.0,1.0,1,1.0,1.0,1.0,22,4.0,37.0,0.10810810810810811
5348,1924,Switzerland,Shooting,0.0,0.0,1.0,3,10.0,10.0,10.0,93,6.0,243.0,0.024691358024691357
5349,1924,United States,Equestrianism,0.0,0.0,1.0,2,5.0,5.0,5.0,37,5.0,112.0,0.044642857142857144
5350,1924,United States,Water Polo,0.0,0.0,1.0,1,1.0,1.0,1.0,13,4.0,28.0,0.14285714285714285
5351,1924,Willem-Six,Sailing,0.0,0.0,1.0,1,3.0,3.0,3.0,28,4.0,73.0,0.0547945205479452
5352,1928,Argentina,Fencing,0.0,0.0,1.0,3,7.0,7.0,7.0,94,6.0,199.0,0.03015075376884422
5353,1928,Australia,Cycling,0.0,0.0,1.0,2,6.0,6.0,6.0,66,5.0,156.0,0.03205128205128205
5354,1928,Austria,Rowing,0.0,0.0,1.0,1,7.0,7.0,7.0,66,4.0,171.0,0.023391812865497075
5355,1928,Belgium,Boxing,0.0,0.0,1.0,6,8.0,8.0,8.0,144,9.0,264.0,0.03409090909090909
5356,1928,Belgium,Rowing,0.0,0.0,1.0,5,7.0,7.0,7.0,66,8.0,171.0,0.04678362573099415
5357,1928,Canada,Boxing,0.0,0.0,1.0,7,8.0,8.0,8.0,144,10.0,264.0,0.03787878787878788
5358,1928,Canada,Swimming,0.0,0.0,1.0,4,11.0,11.0,11.0,117,7.0,282.0,0.024822695035460994
5359,1928,Czechoslovakia,Weightlifting,0.0,0.0,1.0,5,6.0,4.0,5.0,72,8.0,149.0,0.053691275167785234
5360,1928,Denmark,Boxing,0.0,0.0,1.0,6,8.0,8.0,8.0,144,9.0,264.0,0.03409090909090909
5361,1928,Finland,Gymnastics,0.0,0.0,1.0,2,8.0,8.0,8.0,27,5.0,147.0,0.034013605442176874
5362,1928,Finland,Sailing,0.0,0.0,1.0,1,3.0,3.0,3.0,41,4.0,86.0,0.046511627906976744
5363,1928,France,Water Polo,0.0,0.0,1.0,1,1.0,1.0,1.0,14,4.0,29.0,0.13793103448275862
5364,1928,Germany,Cycling,0.0,0.0,1.0,4,6.0,6.0,6.0,66,7.0,156.0,0.04487179487179487
5365,1928,Germany,Hockey,0.0,0.0,1.0,1,1.0,1.0,1.0,9,4.0,24.0,0.16666666666666666
5366,1928,Germany,Modern Pentathlon,0.0,0.0,1.0,2,1.0,1.0,1.0,17,5.0,32.0,0.15625
5367,1928,Great Britain,Gymnastics,0.0,0.0,1.0,2,8.0,8.0,8.0,27,5.0,147.0,0.034013605442176874
5368,1928,Great Britain,Wrestling,0.0,0.0,1.0,6,13.0,13.0,13.0,166,9.0,361.0,0.024930747922437674
5369,1928,Italy,Football,0.0,0.0,1.0,1,1.0,1.0,1.0,17,4.0,32.0,0.125
5370,1928,Italy,Wrestling,0.0,0.0,2.0,5,13.0,13.0,13.0,166,11.0,361.0,0.030470914127423823
5371,1928,Netherlands,Weightlifting,0.0,0.0,2.0,7,6.0,4.0,5.0,72,13.0,149.0,0.087248322147651
5372,1928,Norway,Athletics,0.0,0.0,1.0,11,27.0,27.0,27.0,406,14.0,811.0,0.01726263871763255
5373,1928,Philippines,Swimming,0.0,0.0,1.0,2,11.0,11.0,11.0,117,5.0,282.0,0.01773049645390071
5374,1928,Poland,Fencing,0.0,0.0,1.0,2,7.0,7.0,7.0,94,5.0,199.0,0.02512562814070352
5375,1928,Poland,Rowing,0.0,0.0,1.0,2,7.0,7.0,7.0,66,5.0,171.0,0.029239766081871343
5376,1928,Portugal,Fencing,0.0,0.0,1.0,2,7.0,7.0,7.0,94,5.0,199.0,0.02512562814070352
5377,1928,South Africa,Boxing,0.0,0.0,1.0,6,8.0,8.0,8.0,144,9.0,264.0,0.03409090909090909
5378,1928,South Africa,Swimming,0.0,0.0,1.0,2,11.0,11.0,11.0,117,5.0,282.0,0.01773049645390071
5379,1928,Sweden,Cycling,0.0,0.0,2.0,2,6.0,6.0,6.0,66,8.0,156.0,0.05128205128205128
5380,1928,Sweden,Diving,0.0,0.0,1.0,4,4.0,4.0,4.0,40,7.0,100.0,0.07
5381,1928,Switzerland,Equestrianism,0.0,0.0,1.0,4,6.0,6.0,6.0,51,7.0,141.0,0.04964539007092199
5382,1928,Sylvia,Sailing,0.0,0.0,1.0,1,3.0,3.0,3.0,41,4.0,86.0,0.046511627906976744
5383,1928,Tutti V,Sailing,0.0,0.0,1.0,1,3.0,3.0,3.0,41,4.0,86.0,0.046511627906976744
5384,1928,United States,Fencing,0.0,0.0,1.0,6,7.0,7.0,7.0,94,9.0,199.0,0.04522613065326633
5385,1932,Australia,Wrestling,0.0,0.0,1.0,1,14.0,14.0,14.0,79,4.0,289.0,0.01384083044982699
5386,1932,Austria,Wrestling,0.0,0.0,2.0,1,14.0,14.0,14.0,79,7.0,289.0,0.02422145328719723
5387,1932,Belgium,Art Competitions,0.0,0.0,1.0,6,8.0,9.0,6.0,121,9.0,240.0,0.0375
5388,1932,Canada,Art Competitions,0.0,0.0,1.0,2,8.0,9.0,6.0,121,5.0,240.0,0.020833333333333332
5389,1932,Canada,Rowing,0.0,0.0,2.0,4,7.0,7.0,7.0,38,10.0,143.0,0.06993006993006994
5390,1932,Caprice,Sailing,0.0,0.0,1.0,1,4.0,4.0,3.0,21,4.0,78.0,0.05128205128205128
5391,1932,Czechoslovakia,Athletics,0.0,0.0,1.0,3,29.0,29.0,29.0,277,6.0,712.0,0.008426966292134831
5392,1932,Denmark,Boxing,0.0,0.0,1.0,2,8.0,8.0,8.0,85,5.0,205.0,0.024390243902439025
5393,1932,Denmark,Swimming,0.0,0.0,1.0,2,11.0,11.0,11.0,85,5.0,250.0,0.02
5394,1932,Finland,Boxing,0.0,0.0,1.0,2,8.0,8.0,8.0,85,5.0,205.0,0.024390243902439025
5395,1932,France,Athletics,0.0,0.0,1.0,9,29.0,29.0,29.0,277,12.0,712.0,0.016853932584269662
5396,1932,France,Rowing,0.0,0.0,1.0,2,7.0,7.0,7.0,38,5.0,143.0,0.03496503496503497
5397,1932,Great Britain,Swimming,0.0,0.0,2.0,6,11.0,11.0,11.0,85,12.0,250.0,0.048
5398,1932,Hungary,Shooting,0.0,0.0,1.0,2,2.0,2.0,2.0,21,5.0,51.0,0.09803921568627451
5399,1932,Hungary,Swimming,0.0,0.0,1.0,2,11.0,11.0,11.0,85,5.0,250.0,0.02
5400,1932,Netherlands,Art Competitions,0.0,0.0,1.0,6,8.0,9.0,6.0,121,9.0,240.0,0.0375
5401,1932,Philippines,Athletics,0.0,0.0,1.0,1,29.0,29.0,29.0,277,4.0,712.0,0.0056179775280898875
5402,1932,Philippines,Boxing,0.0,0.0,1.0,4,8.0,8.0,8.0,85,7.0,205.0,0.03414634146341464
5403,1932,Philippines,Swimming,0.0,0.0,1.0,3,11.0,11.0,11.0,85,6.0,250.0,0.024
5404,1932,Poland,Fencing,0.0,0.0,1.0,2,7.0,7.0,7.0,54,5.0,159.0,0.031446540880503145
5405,1932,South Africa,Athletics,0.0,0.0,1.0,4,29.0,29.0,29.0,277,7.0,712.0,0.009831460674157303
5406,1932,South Africa,Swimming,0.0,0.0,1.0,1,11.0,11.0,11.0,85,4.0,250.0,0.016
5407,1932,Spain,Sailing,0.0,0.0,1.0,1,4.0,4.0,3.0,21,4.0,78.0,0.05128205128205128
5408,1932,Sweden,Cycling,0.0,0.0,2.0,2,6.0,6.0,6.0,36,8.0,126.0,0.06349206349206349
5409,1932,Swedish Star,Sailing,0.0,0.0,1.0,1,4.0,4.0,3.0,21,4.0,78.0,0.05128205128205128
5410,1932,United States,Hockey,0.0,0.0,1.0,1,1.0,1.0,1.0,3,4.0,18.0,0.2222222222222222
5411,1932,United States,Modern Pentathlon,0.0,0.0,1.0,2,1.0,1.0,1.0,13,5.0,28.0,0.17857142857142858
5412,1932,United States,Water Polo,0.0,0.0,1.0,1,1.0,1.0,1.0,5,4.0,20.0,0.2
5413,1932,United States,Weightlifting,0.0,0.0,2.0,7,5.0,5.0,5.0,26,13.0,101.0,0.12871287128712872
5414,1932,Uruguay,Rowing,0.0,0.0,1.0,1,7.0,7.0,7.0,38,4.0,143.0,0.027972027972027972
5415,1936,Argentina,Rowing,0.0,0.0,1.0,2,7.0,7.0,7.0,90,5.0,195.0,0.02564102564102564
5416,1936,Australia,Athletics,0.0,0.0,1.0,5,29.0,29.0,29.0,500,8.0,935.0,0.008556149732620321
5417,1936,Austria,Equestrianism,0.0,0.0,1.0,4,6.0,6.0,6.0,57,7.0,147.0,0.047619047619047616
5418,1936,Austria,Fencing,0.0,0.0,1.0,7,7.0,7.0,7.0,110,10.0,215.0,0.046511627906976744
5419,1936,Belgium,Art Competitions,0.0,0.0,1.0,7,9.0,12.0,11.0,128,10.0,284.0,0.035211267605633804
5420,1936,Belgium,Cycling,0.0,0.0,1.0,4,6.0,6.0,6.0,80,7.0,170.0,0.041176470588235294
5421,1936,Belgium,Water Polo,0.0,0.0,1.0,1,1.0,1.0,1.0,16,4.0,31.0,0.12903225806451613
5422,1936,Bem II,Sailing,0.0,0.0,1.0,1,4.0,4.0,4.0,59,4.0,119.0,0.03361344537815126
5423,1936,Canada,Wrestling,0.0,0.0,1.0,5,14.0,14.0,14.0,200,8.0,410.0,0.01951219512195122
5424,1936,Czechoslovakia,Art Competitions,0.0,0.0,1.0,7,9.0,12.0,11.0,128,10.0,284.0,0.035211267605633804
5425,1936,Denmark,Boxing,0.0,0.0,1.0,8,8.0,8.0,8.0,179,11.0,299.0,0.03678929765886288
5426,1936,Denmark,Equestrianism,0.0,0.0,1.0,3,6.0,6.0,6.0,57,6.0,147.0,0.04081632653061224
5427,1936,Estonia,Weightlifting,0.0,0.0,1.0,4,6.0,4.0,5.0,66,7.0,143.0,0.04895104895104895
5428,1936,France,Rowing,0.0,0.0,2.0,5,7.0,7.0,7.0,90,11.0,195.0,0.05641025641025641
5429,1936,France,Shooting,0.0,0.0,1.0,3,3.0,3.0,3.0,68,6.0,113.0,0.05309734513274336
5430,1936,Germania II,Sailing,0.0,0.0,1.0,1,4.0,4.0,4.0,59,4.0,119.0,0.03361344537815126
5431,1936,Germany,Diving,0.0,0.0,2.0,6,4.0,4.0,4.0,49,12.0,109.0,0.11009174311926606
5432,1936,Great Britain,Cycling,0.0,0.0,1.0,4,6.0,6.0,6.0,80,7.0,170.0,0.041176470588235294
5433,1936,Great Britain,Equestrianism,0.0,0.0,1.0,2,6.0,6.0,6.0,57,5.0,147.0,0.034013605442176874
5434,1936,Hungary,Equestrianism,0.0,0.0,1.0,4,6.0,6.0,6.0,57,7.0,147.0,0.047619047619047616
5435,1936,Hungary,Gymnastics,0.0,0.0,1.0,2,9.0,9.0,10.0,33,5.0,171.0,0.029239766081871343
5436,1936,Italy,Modern Pentathlon,0.0,0.0,1.0,2,1.0,1.0,1.0,19,5.0,34.0,0.14705882352941177
5437,1936,Japan,Art Competitions,0.0,0.0,2.0,7,9.0,12.0,11.0,128,13.0,284.0,0.045774647887323945
5438,1936,Latvia,Athletics,0.0,0.0,1.0,6,29.0,29.0,29.0,500,9.0,935.0,0.009625668449197862
5439,1936,May Be,Sailing,0.0,0.0,1.0,1,4.0,4.0,4.0,59,4.0,119.0,0.03361344537815126
5440,1936,Mexico,Basketball,0.0,0.0,1.0,1,1.0,1.0,1.0,21,4.0,36.0,0.1111111111111111
5441,1936,Mexico,Boxing,0.0,0.0,1.0,4,8.0,8.0,8.0,179,7.0,299.0,0.023411371237458192
5442,1936,Mexico,Polo,0.0,0.0,1.0,1,1.0,1.0,1.0,5,4.0,20.0,0.2
5443,1936,Netherlands,Athletics,0.0,0.0,2.0,13,29.0,29.0,29.0,500,19.0,935.0,0.020320855614973262
5444,1936,Netherlands,Canoeing,0.0,0.0,3.0,6,9.0,9.0,9.0,80,15.0,215.0,0.06976744186046512
5445,1936,Netherlands,Hockey,0.0,0.0,1.0,1,1.0,1.0,1.0,11,4.0,26.0,0.15384615384615385
5446,1936,Norway,Football,0.0,0.0,1.0,1,1.0,1.0,1.0,16,4.0,31.0,0.12903225806451613
5447,1936,Philippines,Athletics,0.0,0.0,1.0,5,29.0,29.0,29.0,500,8.0,935.0,0.008556149732620321
5448,1936,Poland,Rowing,0.0,0.0,1.0,5,7.0,7.0,7.0,90,8.0,195.0,0.041025641025641026
5449,1936,Poland,Shooting,0.0,0.0,1.0,3,3.0,3.0,3.0,68,6.0,113.0,0.05309734513274336
5450,1936,Portugal,Equestrianism,0.0,0.0,1.0,1,6.0,6.0,6.0,57,4.0,147.0,0.027210884353741496
5451,1936,Potsdam,Sailing,0.0,0.0,1.0,1,4.0,4.0,4.0,59,4.0,119.0,0.03361344537815126
5452,1936,Sweden,Art Competitions,0.0,0.0,1.0,6,9.0,12.0,11.0,128,9.0,284.0,0.03169014084507042
5453,1936,Sweden,Athletics,0.0,0.0,2.0,22,29.0,29.0,29.0,500,28.0,935.0,0.029946524064171122
5454,1936,Sweden,Boxing,0.0,0.0,1.0,4,8.0,8.0,8.0,179,7.0,299.0,0.023411371237458192
5455,1936,Sweden,Equestrianism,0.0,0.0,1.0,3,6.0,6.0,6.0,57,6.0,147.0,0.04081632653061224
5456,1936,Switzerland,Handball,0.0,0.0,1.0,1,1.0,1.0,1.0,6,4.0,21.0,0.19047619047619047
5457,1936,United States,Canoeing,0.0,0.0,1.0,6,9.0,9.0,9.0,80,9.0,215.0,0.04186046511627907
5458,1948,Ali-Baba II,Sailing,0.0,0.0,1.0,2,5.0,5.0,5.0,75,5.0,150.0,0.03333333333333333
5459,1948,Austria,Canoeing,0.0,0.0,1.0,5,9.0,9.0,9.0,77,8.0,212.0,0.03773584905660377
5460,1948,Austria,Fencing,0.0,0.0,1.0,4,7.0,7.0,7.0,114,7.0,219.0,0.0319634703196347
5461,1948,Belgium,Fencing,0.0,0.0,1.0,5,7.0,7.0,7.0,114,8.0,219.0,0.0365296803652968
5462,1948,Brazil,Basketball,0.0,0.0,1.0,1,1.0,1.0,1.0,23,4.0,38.0,0.10526315789473684
5463,1948,Canada,Athletics,0.0,0.0,1.0,15,33.0,33.0,33.0,488,18.0,983.0,0.018311291963377416
5464,1948,Denmark,Athletics,0.0,0.0,1.0,10,33.0,33.0,33.0,488,13.0,983.0,0.013224821973550356
5465,1948,Denmark,Boxing,0.0,0.0,1.0,6,8.0,8.0,8.0,205,9.0,325.0,0.027692307692307693
5466,1948,Denmark,Cycling,0.0,0.0,1.0,4,6.0,6.0,6.0,85,7.0,175.0,0.04
5467,1948,Denmark,Diving,0.0,0.0,1.0,3,4.0,4.0,4.0,46,6.0,106.0,0.05660377358490566
5468,1948,Denmark,Football,0.0,0.0,1.0,1,1.0,1.0,1.0,18,4.0,33.0,0.12121212121212122
5469,1948,Denmark,Wrestling,0.0,0.0,1.0,5,16.0,16.0,16.0,219,8.0,459.0,0.017429193899782137
5470,1948,France,Canoeing,0.0,0.0,4.0,7,9.0,9.0,9.0,77,19.0,212.0,0.08962264150943396
5471,1948,France,Swimming,0.0,0.0,2.0,9,11.0,11.0,11.0,153,15.0,318.0,0.04716981132075472
5472,1948,France,Wrestling,0.0,0.0,1.0,11,16.0,16.0,16.0,219,14.0,459.0,0.030501089324618737
5473,1948,Great Britain,Equestrianism,0.0,0.0,1.0,2,6.0,6.0,6.0,48,5.0,138.0,0.036231884057971016
5474,1948,Great Britain,Swimming,0.0,0.0,1.0,9,11.0,11.0,11.0,153,12.0,318.0,0.03773584905660377
5475,1948,Hungary,Art Competitions,0.0,0.0,1.0,2,8.0,11.0,13.0,138,5.0,288.0,0.017361111111111112
5476,1948,Hungary,Rowing,0.0,0.0,1.0,3,7.0,7.0,7.0,84,6.0,189.0,0.031746031746031744
5477,1948,Iran,Weightlifting,0.0,0.0,1.0,5,6.0,6.0,6.0,101,8.0,191.0,0.041884816753926704
5478,1948,Ireland,Art Competitions,0.0,0.0,1.0,6,8.0,11.0,13.0,138,9.0,288.0,0.03125
5479,1948,Margaret,Sailing,0.0,0.0,1.0,1,5.0,5.0,5.0,75,4.0,150.0,0.02666666666666667
5480,1948,Mexico,Diving,0.0,0.0,1.0,4,4.0,4.0,4.0,46,7.0,106.0,0.0660377358490566
5481,1948,Netherlands,Hockey,0.0,0.0,1.0,1,1.0,1.0,1.0,13,4.0,28.0,0.14285714285714285
5482,1948,Netherlands,Sailing,0.0,0.0,1.0,1,5.0,5.0,5.0,75,4.0,150.0,0.02666666666666667
5483,1948,Netherlands,Water Polo,0.0,0.0,1.0,1,1.0,1.0,1.0,18,4.0,33.0,0.12121212121212122
5484,1948,Netherlands,Weightlifting,0.0,0.0,1.0,2,6.0,6.0,6.0,101,5.0,191.0,0.02617801047120419
5485,1948,Norway,Rowing,0.0,0.0,1.0,2,7.0,7.0,7.0,84,5.0,189.0,0.026455026455026454
5486,1948,Norway,Shooting,0.0,0.0,1.0,4,4.0,4.0,4.0,83,7.0,143.0,0.04895104895104895
5487,1948,Panama,Athletics,0.0,0.0,2.0,1,33.0,33.0,33.0,488,7.0,983.0,0.007121057985757884
5488,1948,Poland,Boxing,0.0,0.0,1.0,6,8.0,8.0,8.0,205,9.0,325.0,0.027692307692307693
5489,1948,Portugal,Equestrianism,0.0,0.0,1.0,3,6.0,6.0,6.0,48,6.0,138.0,0.043478260869565216
5490,1948,Puerto Rico,Boxing,0.0,0.0,1.0,3,8.0,8.0,8.0,205,6.0,325.0,0.018461538461538463
5491,1948,Snap,Sailing,0.0,0.0,1.0,1,5.0,5.0,5.0,75,4.0,150.0,0.02666666666666667
5492,1948,South Korea,Boxing,0.0,0.0,1.0,3,8.0,8.0,8.0,205,6.0,325.0,0.018461538461538463
5493,1948,South Korea,Weightlifting,0.0,0.0,1.0,5,6.0,6.0,6.0,101,8.0,191.0,0.041884816753926704
5494,1948,Starita,Sailing,0.0,0.0,1.0,1,5.0,5.0,5.0,75,4.0,150.0,0.02666666666666667
5495,1948,Sweden,Fencing,0.0,0.0,1.0,3,7.0,7.0,7.0,114,6.0,219.0,0.0273972602739726
5496,1948,Sweden,Shooting,0.0,0.0,3.0,7,4.0,4.0,4.0,83,16.0,143.0,0.11188811188811189
5497,1948,Sweden,Weightlifting,0.0,0.0,1.0,4,6.0,6.0,6.0,101,7.0,191.0,0.03664921465968586
5498,1948,Turkey,Athletics,0.0,0.0,1.0,12,33.0,33.0,33.0,488,15.0,983.0,0.015259409969481181
5499,1948,United States,Fencing,0.0,0.0,1.0,5,7.0,7.0,7.0,114,8.0,219.0,0.0365296803652968
5500,1948,United States,Gymnastics,0.0,0.0,1.0,2,9.0,8.0,9.0,38,5.0,168.0,0.02976190476190476
5501,1952,Argentina,Weightlifting,0.0,0.0,1.0,5,7.0,7.0,7.0,138,8.0,243.0,0.03292181069958848
5502,1952,Australia,Weightlifting,0.0,0.0,1.0,3,7.0,7.0,7.0,138,6.0,243.0,0.024691358024691357
5503,1952,Brazil,Swimming,0.0,0.0,1.0,8,11.0,11.0,11.0,198,11.0,363.0,0.030303030303030304
5504,1952,Bulgaria,Boxing,0.0,0.0,1.0,4,10.0,10.0,20.0,249,7.0,429.0,0.016317016317016316
5505,1952,Czechoslovakia,Gymnastics,0.0,0.0,1.0,2,15.0,17.0,13.0,66,5.0,295.0,0.01694915254237288
5506,1952,Denmark,Boxing,0.0,0.0,1.0,5,10.0,10.0,20.0,249,8.0,429.0,0.018648018648018648
5507,1952,Denmark,Fencing,0.0,0.0,1.0,3,7.0,7.0,7.0,106,6.0,211.0,0.02843601895734597
5508,1952,Denmark,Rowing,0.0,0.0,1.0,6,7.0,7.0,7.0,113,9.0,218.0,0.04128440366972477
5509,1952,Egypt,Wrestling,0.0,0.0,1.0,12,16.0,16.0,16.0,244,15.0,484.0,0.030991735537190084
5510,1952,Espadarte,Sailing,0.0,0.0,1.0,1,5.0,5.0,5.0,93,4.0,168.0,0.023809523809523808
5511,1952,Finland,Athletics,0.0,0.0,1.0,29,33.0,33.0,33.0,609,32.0,1104.0,0.028985507246376812
5512,1952,Finland,Gymnastics,0.0,0.0,1.0,2,15.0,17.0,13.0,66,5.0,295.0,0.01694915254237288
5513,1952,Finland,Modern Pentathlon,0.0,0.0,1.0,1,2.0,2.0,2.0,22,4.0,52.0,0.07692307692307693
5514,1952,Finland,Rowing,0.0,0.0,1.0,7,7.0,7.0,7.0,113,10.0,218.0,0.045871559633027525
5515,1952,France,Boxing,0.0,0.0,1.0,10,10.0,10.0,20.0,249,13.0,429.0,0.030303030303030304
5516,1952,France,Cycling,0.0,0.0,1.0,3,6.0,6.0,6.0,97,6.0,187.0,0.03208556149732621
5517,1952,Germany,Canoeing,0.0,0.0,3.0,7,9.0,9.0,9.0,112,16.0,247.0,0.06477732793522267
5518,1952,Germany,Cycling,0.0,0.0,2.0,3,6.0,6.0,6.0,97,9.0,187.0,0.0481283422459893
5519,1952,Germany,Diving,0.0,0.0,1.0,3,4.0,4.0,4.0,54,6.0,114.0,0.05263157894736842
5520,1952,Germany,Swimming,0.0,0.0,1.0,6,11.0,11.0,11.0,198,9.0,363.0,0.024793388429752067
5521,1952,Great Britain,Cycling,0.0,0.0,1.0,5,6.0,6.0,6.0,97,8.0,187.0,0.0427807486631016
5522,1952,Great Britain,Hockey,0.0,0.0,1.0,1,1.0,1.0,1.0,12,4.0,27.0,0.14814814814814814
5523,1952,Great Britain,Swimming,0.0,0.0,1.0,11,11.0,11.0,11.0,198,14.0,363.0,0.03856749311294766
5524,1952,Great Britain,Wrestling,0.0,0.0,1.0,6,16.0,16.0,16.0,244,9.0,484.0,0.01859504132231405
5525,1952,Gustel X,Sailing,0.0,0.0,1.0,1,5.0,5.0,5.0,93,4.0,168.0,0.023809523809523808
5526,1952,Hojwa,Sailing,0.0,0.0,1.0,1,5.0,5.0,5.0,93,4.0,168.0,0.023809523809523808
5527,1952,India,Wrestling,0.0,0.0,1.0,4,16.0,16.0,16.0,244,7.0,484.0,0.014462809917355372
5528,1952,Italy,Water Polo,0.0,0.0,1.0,1,1.0,1.0,1.0,21,4.0,36.0,0.1111111111111111
5529,1952,New Zealand,Swimming,0.0,0.0,1.0,2,11.0,11.0,11.0,198,5.0,363.0,0.013774104683195593
5530,1952,Poland,Rowing,0.0,0.0,1.0,4,7.0,7.0,7.0,113,7.0,218.0,0.03211009174311927
5531,1952,Ralia,Sailing,0.0,0.0,1.0,1,5.0,5.0,5.0,93,4.0,168.0,0.023809523809523808
5532,1952,South Korea,Boxing,0.0,0.0,1.0,4,10.0,10.0,20.0,249,7.0,429.0,0.016317016317016316
5533,1952,South Korea,Weightlifting,0.0,0.0,1.0,4,7.0,7.0,7.0,138,7.0,243.0,0.02880658436213992
5534,1952,Soviet Union,Canoeing,0.0,0.0,1.0,9,9.0,9.0,9.0,112,12.0,247.0,0.048582995951417005
5535,1952,Sweden,Football,0.0,0.0,1.0,1,1.0,1.0,1.0,25,4.0,40.0,0.1
5536,1952,Sweden,Sailing,0.0,0.0,1.0,1,5.0,5.0,5.0,93,4.0,168.0,0.023809523809523808
5537,1952,Sweden,Swimming,0.0,0.0,2.0,9,11.0,11.0,11.0,198,15.0,363.0,0.04132231404958678
5538,1952,Switzerland,Fencing,0.0,0.0,2.0,4,7.0,7.0,7.0,106,10.0,211.0,0.04739336492890995
5539,1952,Trinidad and Tobago,Weightlifting,0.0,0.0,2.0,2,7.0,7.0,7.0,138,8.0,243.0,0.03292181069958848
5540,1952,United States,Equestrianism,0.0,0.0,2.0,3,6.0,6.0,6.0,60,9.0,150.0,0.06
5541,1952,Uruguay,Basketball,0.0,0.0,1.0,1,1.0,1.0,1.0,23,4.0,38.0,0.10526315789473684
5542,1952,Uruguay,Rowing,0.0,0.0,1.0,2,7.0,7.0,7.0,113,5.0,218.0,0.022935779816513763
5543,1952,Venezuela,Athletics,0.0,0.0,1.0,7,33.0,33.0,33.0,609,10.0,1104.0,0.009057971014492754
5544,1956,Argentina,Boxing,0.0,0.0,1.0,10,10.0,10.0,20.0,161,13.0,341.0,0.03812316715542522
